Channel Name,CSR,SCSR,TR,QL,TL,RA,BM,OM,MGMT,Team Name,Title,,Date Created,Comments,POC Departament,Channel Owner
Channel 103,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alerts LT TWW - CQ OC TN TWW - CZ CZ TP - DE AL TWW - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN UA HW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR TN OS - FR TN TWW - HU RO TP - IT AL TWW - IT EG TP - LT LT TWW - PL PL TWW - PL UA HW - VGO MP TN TWW,BM - MGMT - OM - QL - RA - TL - TR,,2023-09-01,,VM,vinted@vinted.com
Channel 104,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FR PL TWW - PL PL TWW,BM - CSR - MGMT - OM - QL - SCSR - TL - TR,,2023-04-09,,VM,vinted@vinted.com
Channel 105,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,PL PL TWW,BM - OM - QL - RA - TL - TR,,2023-04-10,,VM,vinted@vinted.com
Channel 106,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FR PL TWW - PL PL TWW,BM - MGMT - QL - RA - TL - TR,,2023-09-06,,VM,vinted@vinted.com
Channel 107,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FR PL TWW - PL PL TWW,BM - MGMT - OM - QL - RA - TL - TR,,2023-04-11,,VM,vinted@vinted.com
Channel 108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,EN TN TWW - FR PL TWW - PL PL TWW,BM - MGMT - OM - RA,,2023-04-12,,VM,vinted@vinted.com
Channel 109,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,DE UA HW - EN UA HW - PL UA HW - PL UA HW,OM - QL - TL - TR,,2023-04-13,,VM,vinted@vinted.com
Channel 110,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,DE UA HW - EN UA HW - PL UA HW - PL UA HW,OM - QL - TL - TR,,2023-04-14,,VM,vinted@vinted.com
Channel 111,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,EN LT PLCH,OM - RA,,2023-04-15,,VM,vinted@vinted.com
Channel 112,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - SE LT PLCH,BM - OM - RA - TL - TR,,2023-08-25,,VM,vinted@vinted.com
Channel 113,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH,BM - OM - RA - TL - TR,,2023-04-17,,VM,vinted@vinted.com
Channel 114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN LT PLCH,BM - OM,,2023-04-18,,VM,vinted@vinted.com
Channel 115,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,DE TN TWW - EN LT PLCH - EN TN TWW - ES UA HW - FR TN OS - FR TN OS,BM - CSR - OM - QL - SCSR - TL,,2023-04-19,,VM,vinted@vinted.com
Channel 116,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,DE TN TWW - EN UA HW - ES UA HW - FR TN TWW - IT AL TWW - PT PT TWW,CSR - MGMT - SCSR - TL - TR,,2023-04-16,,VM,vinted@vinted.com
Channel 117,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,ES PT TWW - FR PL TWW - PT PT TWW,BM - MGMT - QL - SCSR - TL,,2023-04-20,,VM,vinted@vinted.com
Channel 118,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,EN TN TWW - ES PT TWW - FR PL TWW - PL PL TWW,BM - MGMT - OM - TL,,2023-04-21,,VM,vinted@vinted.com
Channel 119,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,ES PT TWW - FR PL TWW - PT PT TWW,BM - MGMT - QL - TL,,2023-04-22,,VM,vinted@vinted.com
Channel 120,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CQ OC TN TWW - CQ TN TWW - DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW,BM - MGMT - QL - TL,,2023-04-23,,VM,vinted@vinted.com
Channel 121,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,DE AL TWW - IT AL TWW,BM - MGMT - QL - SCSR - TL,,2023-04-24,,MS - TDU,vinted@vinted.com
Channel 122,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW,MGMT - OM - TL,,2023-04-25,,MS - TDU,vinted@vinted.com
Channel 123,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DE UA HW - DE UA HW - EN UA HW - PL UA HW - PL UA HW,OM - QL - RA - SCSR - TL - TR,,2023-04-26,,MS - TDU,vinted@vinted.com
Channel 124,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH,BM - CSR - OM - RA - TL - TR,,2023-04-27,,MS - TDU,vinted@vinted.com
Channel 125,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,EN CO TWW - EN TN TWW - ES CO TWW,MGMT - OM - QL - RA - TL - TR,,2023-04-28,,MS - TDU,vinted@vinted.com
Channel 126,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,EN EG TP - EN EG TP - IT EG TP,BM - MGMT - OM - QL - SCSR - TL - TR,,2023-04-29,,MS - TDU,vinted@vinted.com
Channel 127,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,EN GY TP - IT EG TP,BM - MGMT - OM - RA - TL,,2023-04-30,,MS - TDU,vinted@vinted.com
Channel 128,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DE UA HW - EN UA HW - ES UA HW - PL UA HW,OM - QL - RA - SCSR - TL - TR,,2023-05-01,,MS - TDU,vinted@vinted.com
Channel 129,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH,BM - CSR - OM - RA - SCSR - TL - TR,,2023-05-02,,MS - TDU,vinted@vinted.com
Channel 130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE TN TWW - EN TN TWW - FR TN TWW - IT TN TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-05-03,,MS - TDU,vinted@vinted.com
Channel 131,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,EN CO TWW - EN TN TWW - ES CO TWW,MGMT - OM - QL - RA - TL,,2023-05-04,,MS - TDU,vinted@vinted.com
Channel 132,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DE UA HW - EN UA HW - ES UA HW - PL UA HW,OM - QL - RA - SCSR - TL - TR,,2023-05-05,,MS - TDU,vinted@vinted.com
Channel 133,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ES PT TWW,BM - QL - SCSR - TL,,2023-05-06,,MS - OQ&U & Tech,vinted@vinted.com
Channel 134,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH,BM - CSR - OM - RA - TL - TR,,2023-05-07,,MS - OQ&U & Tech,vinted@vinted.com
Channel 135,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FR MA OS - FR TN OS,BM - OM - TL,,2023-05-08,,MS - OQ&U & Tech,vinted@vinted.com
Channel 136,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FR PL TWW - PL PL TWW,BM - CSR - OM - RA - SCSR - TL,,2023-05-09,,MS - OQ&U & Tech,vinted@vinted.com
Channel 137,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FR TN OS - FR TN OS,BM - OM - QL - TL,,2023-08-27,,MS - OQ&U & Tech,vinted@vinted.com
Channel 138,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ OC TN TWW - DE TN TWW - EN TN TWW - FR TN TWW - IT TN TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - OM - QL - SCSR - TL,,2023-09-03,,MS - OQ&U & Tech,vinted@vinted.com
Channel 139,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,HU RO TP - IT EG TP - RO RO TP,MGMT - OM - TL,,2023-05-10,,MS - OQ&U & Tech,vinted@vinted.com
Channel 140,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,DE AL TWW - FR PL TWW - IT AL TWW,BM - MGMT - QL - SCSR - TL - TR,,2023-05-11,,MS - OQ&U & Tech,vinted@vinted.com
Channel 141,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,IT EG TP - IT EG TP,BM - MGMT - OM - RA - TL,,2023-05-12,,MS - OQ&U & Tech,vinted@vinted.com
Channel 142,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ OC TN TWW - DE TN TWW - EN TN TWW - FR TN TWW - IT TN TWW - VGO MP TN TWW,BM - MGMT - OM - SCSR - TL,,2023-05-13,,MS - OQ&U & Tech,vinted@vinted.com
Channel 143,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Alerts LT TWW - CQ LT TWW - CQ OC LT TWW - LT LT TWW - LT LT TWW,BM - CSR - QL - SCSR - TL,,2023-05-14,,MS - OQ&U & Tech,vinted@vinted.com
Channel 144,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Alerts LT TWW - CQ LT TWW - CQ OC LT TWW,BM - CSR - SCSR - TL,,2023-05-15,,MS - OQ&U & Tech,vinted@vinted.com
Channel 145,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CQ OC TN TWW - CQ TN TWW - DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW,BM - MGMT - QL - TL,,2023-05-16,,MS - OQ&U & Tech,vinted@vinted.com
Channel 146,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FR PL TWW - PL PL TWW,BM - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-05-17,,MS - OQ&U & Tech,vinted@vinted.com
Channel 147,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DE UA HW - EN UA HW - PL UA HW - PL UA HW,OM - QL - RA - SCSR - TL - TR,,2023-05-18,,MS - OQ&U & Tech,vinted@vinted.com
Channel 148,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,ES PT TWW - PT PT TWW,BM - QL - SCSR - TL,,2023-05-19,,MS - OQ&U & Tech,vinted@vinted.com
Channel 149,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH - SE LT PLCH,BM - CSR - OM - RA - SCSR - TL - TR,,2023-05-20,,MS - OQ&U & Tech,vinted@vinted.com
Channel 150,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CZ CZ TP - IT EG TP - SK CZ TP,MGMT - OM - QL - SCSR - TL,,2023-08-26,,MS - OQ&U & Tech,vinted@vinted.com
Channel 151,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Alerts LT TWW - LT LT TWW,QL - SCSR - TL,,2023-05-21,,MS - OQ&U & Tech,vinted@vinted.com
Channel 152,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Alerts TN TWW - CQ OC TN TWW - CQ TN TWW - DE TN TWW - IT TN TWW - VGO MP TN TWW,MGMT - QL - TL,,2023-05-22,,MS - OQ&U & Tech,vinted@vinted.com
Channel 153,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW,BM - MGMT - QL - TL,,2023-09-10,,MS - OQ&U & Tech,vinted@vinted.com
Channel 154,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - QL - TL,,2023-05-23,,MS - OQ&U & Tech,vinted@vinted.com
Channel 155,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN UA HW - EN GY TP - ES CO TWW - ES UA HW - IT AL TWW - IT EG TP - IT EG TP - PL PL TWW - PL UA HW,BM - CSR - OM - QL - RA - SCSR - TL,,2023-05-24,,MS - OQ&U & Tech,vinted@vinted.com
Channel 156,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CZ CZ TP - DE TN TWW - EN LT PLCH - ES PT TWW - FR PL TWW - FR TN OS - FR TN TWW - IT EG TP - IT EG TP - PL PL TWW - PT PT TWW,BM - CSR - MGMT - OM - QL - RA - TL - TR,,2023-05-25,,MS - OQ&U & Tech,vinted@vinted.com
Channel 157,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH - SE LT PLCH,BM - CSR - OM - RA - SCSR - TL - TR,,2023-05-26,,VM,vinted@vinted.com
Channel 158,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN LT PLCH - FI EE PLCH - SE LT PLCH,BM - CSR - OM - RA - TL - TR,,2023-05-27,,VM,vinted@vinted.com
Channel 159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xxx,xxx,,2023-05-28,,MS - OQ&U & Tech,vinted@vinted.com
Channel 160,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CZ CZ TP - DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - HU RO TP - IT AL TWW - IT EG TP - IT EG TP - PL PL TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-05-29,,MS - OQ&U & Tech,vinted@vinted.com
Channel 161,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - TL - TR,,2023-05-30,,MS - OQ&U & Tech,vinted@vinted.com
Channel 162,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,CZ CZ TP - SK CZ TP,OM - QL - SCSR - TL,,2023-05-31,,MS - OQ&U & Tech,vinted@vinted.com
Channel 163,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LT LT TWW - LT LT TWW,CSR - MGMT - QL - SCSR - TL,,2023-06-01,,MS - OQ&U & Tech,vinted@vinted.com
Channel 164,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,CZ CZ TP - SK CZ TP,OM - QL - SCSR - TL,,2023-07-22,,MS - OQ&U & Tech,vinted@vinted.com
Channel 165,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,EN CO TWW - EN TN TWW - ES CO TWW,MGMT - QL - RA - TL - TR,,2023-07-23,,MS - OQ&U & Tech,vinted@vinted.com
Channel 166,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,EN LT PLCH,OM - RA - TL,,2023-07-24,,MS - OQ&U & Tech,vinted@vinted.com
Channel 167,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FR PL TWW - PL PL TWW,CSR - OM - SCSR - TL,,2023-06-02,,MS - OQ&U & Tech,vinted@vinted.com
Channel 168,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ OC TN TWW - DE TN TWW - EN TN TWW - FR TN TWW - IT TN TWW - VGO MP TN TWW,BM - MGMT - OM - TL,,2023-09-04,,MS - OQ&U & Tech,vinted@vinted.com
Channel 169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - EN GY TP - ES CO TWW - FI EE PLCH - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - LT LT TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-09-02,,MS - OQ&U & Tech,vinted@vinted.com
Channel 170,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CZ CZ TP - EN TN TWW,CSR - MGMT - OM - QL - SCSR - TL,,2023-06-03,,VM,vinted@vinted.com
Channel 171,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CQ OC TN TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FI EE PLCH - FR MA OS - FR PL TWW - FR TN TWW - LT LT TWW - LT LT TWW - SE LT PLCH,CSR - OM - QL - RA - SCSR - TL - TR,,2023-06-04,,VM,vinted@vinted.com
Channel 172,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - EN GY TP - ES CO TWW - FI EE PLCH - FR MA OS - FR PL TWW - IT TN TWW - LT LT TWW - LT LT TWW - SE LT PLCH,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-05,,VM,vinted@vinted.com
Channel 173,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - PT PT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-06,,VM,vinted@vinted.com
Channel 174,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,EN CO TWW - EN TN TWW - ES CO TWW - HU RO TP,CSR - MGMT - OM - QL - SCSR - TL - TR,,2023-08-24,,MS - S&D,vinted@vinted.com
Channel 175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - PT PT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-07,,MS - S&D,vinted@vinted.com
Channel 176,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,CQ OC TN TWW - FR TN TWW,SCSR - TL,,2023-06-08,,MS - S&D,vinted@vinted.com
Channel 177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CQ OC TN TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - ES CO TWW - FI EE PLCH - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - LT LT TWW - LT LT TWW,CSR - OM - QL - RA - SCSR - TL - TR,,2023-06-09,,MS - S&D,vinted@vinted.com
Channel 178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-08-22,,MS - S&D,vinted@vinted.com
Channel 179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DE TN TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR TN TWW - IT TN TWW - LT LT TWW - SE LT PLCH - VGO MP TN TWW - VGO PS TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-10,,MS - S&D,vinted@vinted.com
Channel 180,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - EN GY TP - ES CO TWW - ES PT TWW - FI EE PLCH - IT TN TWW - PT PT TWW - SE LT PLCH - SE LT PLCH,CSR - OM - QL - RA - SCSR - TL - TR,,2023-06-11,,MS - S&D,vinted@vinted.com
Channel 181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CZ CZ TP - DE AL TWW - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - PT PT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-12,,MS - S&D,vinted@vinted.com
Channel 182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,DK LT PLCH - EN EG TP - EN LT PLCH - FI EE PLCH - SE LT PLCH - SE LT PLCH,BM - CSR - OM - QL - RA - SCSR - TL - TR,,2023-06-13,,MS - S&D,vinted@vinted.com
Channel 183,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN TWW - IT AL TWW - LT LT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-14,,MS - S&D,vinted@vinted.com
Channel 184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,LT LT TWW - PL PL TWW,BM - CSR - QL - RA - SCSR - TL - TR,,2023-06-15,,MS - S&D,vinted@vinted.com
Channel 185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CZ CZ TP - EN LT PLCH - EN GY TP - FI EE PLCH - FR PL TWW - PL PL TWW - SE LT PLCH - SE LT PLCH - SK CZ TP,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-16,,MS - S&D,vinted@vinted.com
Channel 186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,EN CO TWW - EN LT PLCH - EN GY TP - ES CO TWW - FI EE PLCH - FR PL TWW - HU RO TP - PL PL TWW - SE LT PLCH - SE LT PLCH,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-17,,MS - S&D,vinted@vinted.com
Channel 187,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN TWW - IT AL TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-18,,MS - S&D,vinted@vinted.com
Channel 188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - PL PL TWW - PT PT TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-19,,IT,vinted@vinted.com
Channel 189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CZ CZ TP - FR PL TWW - LT LT TWW - LT LT TWW - PL PL TWW - SK CZ TP,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-20,,IT,vinted@vinted.com
Channel 190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CQ TN TWW - EN CO TWW - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - IT TN TWW - PT PT TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - SCSR - TL - TR,,2023-06-22,,IT,vinted@vinted.com
Channel 191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - IT AL TWW - IT TN TWW - LT LT TWW - LT LT TWW - SE LT PLCH,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-21,,IT,vinted@vinted.com
Channel 192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FI EE PLCH - SE LT PLCH - SE LT PLCH,CSR - OM - QL - RA - SCSR - TL - TR,,2023-06-23,,IT,vinted@vinted.com
Channel 193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR TN TWW - IT AL TWW - LT LT TWW - SE LT PLCH - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-24,,IT,vinted@vinted.com
